PMC,PMCtitle,PMCabstract,Query_Protein,Query_Drug,ProteinNames,DrugNames,FuzzyMatchProtein,FuzzyMatchDrug,ExactMatchProtein,ExactMatchDrug
PMC1220651,Stress stimuli increase calcium-induced arachidonic acid release through phosphorylation of cytosolic phospholipase A2.,"Stress stimuli such as free radicals, high osmolarity or arsenite activate stress-activated protein kinases (SAPKs) in a wide variety of cells. In the present study, we have investigated the ability of several stress stimuli to activate SAPKs in platelets and to induce phosphorylation of their substrates. Treatment of human platelets with H(2)O(2) stimulated SAPK2a and its downstream target mitogen-activated protein kinase-activated protein kinase-2 (MAPKAP-K2). Kinase activity reached a maximum after 2-5 min and declined towards basal levels after 15 min. Arsenite caused a steady increase of MAPKAP-K2 activity up to 15 min. The level of maximal kinase activation by H(2)O(2) and arsenite was comparable with the effect caused by the physiological platelet stimulus thrombin. A high osmolarity solution of sorbitol induced comparatively small activation of SAPK2a and MAPKAP-K2. The 42-kDa extracellular signal-regulated kinase (ERK) 2 was not activated by H(2)O(2), sorbitol or arsenite. None of these stimuli triggered significant arachidonic acid release on their own. However, H(2)O(2) and sorbitol enhanced the release of arachidonic acid induced by the calcium ionophore A23187. This effect was reversed by the inhibitor of SAPK2a, 4-(4-fluorophenyl)-2-(4-methylsulphinylphenyl)-5-(4-pyridyl) imidazole (SB 203580), but not by the inhibitor of the ERK2-activating pathway, 2-(2-amino-3-methoxyphenyl)-oxanaphthalen-4-one (PD 98059). Both H(2)O(2) and sorbitol increased phosphorylation of cytosolic phospholipase A(2) (cPLA(2)) and its intrinsic activity; both responses were blocked by SB 203580. Phosphorylation of cPLA(2) by H(2)O(2) occurred on Ser-505, a reaction that is known to increase the intrinsic lipase activity of the enzyme. Our results demonstrate that activation of SAPKs by stress stimuli primes cPLA(2) activation through phosphorylation. In vivo, this mechanism would lead to the sensitization of platelet activation and may be an important risk factor in thrombotic disease.",P14780,XA,['GELB'],['XA'],[],[],['GELB'],['XA']
PMC10638910,,Combination of,P15692,XA,"['VEGF', 'VPF', 'VEGF']",['XA'],['VEGF'],[],"['VPF', 'VEGF']",['XA']
PMC3767384,Novel atypical PKC inhibitors prevent vascular endothelial growth factor-induced blood-retinal barrier dysfunction.,"Pro-inflammatory cytokines and growth factors such as VEGF (vascular endothelial growth factor) contribute to the loss of the BRB (blood-retinal barrier) and subsequent macular oedema in various retinal pathologies. VEGF signalling requires PKCβ [conventional PKC (protein kinase C)] activity; however, PKCβ inhibition only partially prevents VEGF-induced endothelial permeability and does not affect pro-inflammatory cytokine-induced permeability, suggesting the involvement of alternative signalling pathways. In the present study, we provide evidence for the involvement of aPKC (atypical PKC) signalling in VEGF-induced endothelial permeability and identify a novel class of inhibitors of aPKC that prevent BRB breakdown in vivo. Genetic and pharmacological manipulations of aPKC isoforms were used to assess their contribution to endothelial permeability in culture. A chemical library was screened using an in vitro kinase assay to identify novel small-molecule inhibitors, and further medicinal chemistry was performed to delineate a novel pharmacophore. We demonstrate that aPKC isoforms are both sufficient and required for VEGF-induced endothelial permeability. Furthermore, these specific, potent, non-competitive, small-molecule inhibitors prevented VEGF-induced tight junction internalization and retinal endothelial permeability in response to VEGF in both primary culture and in rodent retina. The results of the present study suggest that aPKC inhibition with 2-amino-4-phenyl-thiophene derivatives may be developed to preserve the BRB in retinal diseases such as diabetic retinopathy or uveitis, and the BBB (blood-brain barrier) in the presence of brain tumours.",P15692,XA,"['vascular endothelial growth factor A', 'Vascular endothelial growth factor A', 'VEGF-A', 'VEGF']",['XA'],[],[],"['vascular endothelial growth factor A', 'Vascular endothelial growth factor A', 'VEGF-A', 'VEGF']",['XA']
PMC10638910,,Combination of,P15692,XA,"['VEGF', 'VPF', 'VEGF']",['XA'],['VEGF'],[],"['VPF', 'VEGF']",['XA']
PMC3767384,Novel atypical PKC inhibitors prevent vascular endothelial growth factor-induced blood-retinal barrier dysfunction.,"Pro-inflammatory cytokines and growth factors such as VEGF (vascular endothelial growth factor) contribute to the loss of the BRB (blood-retinal barrier) and subsequent macular oedema in various retinal pathologies. VEGF signalling requires PKCβ [conventional PKC (protein kinase C)] activity; however, PKCβ inhibition only partially prevents VEGF-induced endothelial permeability and does not affect pro-inflammatory cytokine-induced permeability, suggesting the involvement of alternative signalling pathways. In the present study, we provide evidence for the involvement of aPKC (atypical PKC) signalling in VEGF-induced endothelial permeability and identify a novel class of inhibitors of aPKC that prevent BRB breakdown in vivo. Genetic and pharmacological manipulations of aPKC isoforms were used to assess their contribution to endothelial permeability in culture. A chemical library was screened using an in vitro kinase assay to identify novel small-molecule inhibitors, and further medicinal chemistry was performed to delineate a novel pharmacophore. We demonstrate that aPKC isoforms are both sufficient and required for VEGF-induced endothelial permeability. Furthermore, these specific, potent, non-competitive, small-molecule inhibitors prevented VEGF-induced tight junction internalization and retinal endothelial permeability in response to VEGF in both primary culture and in rodent retina. The results of the present study suggest that aPKC inhibition with 2-amino-4-phenyl-thiophene derivatives may be developed to preserve the BRB in retinal diseases such as diabetic retinopathy or uveitis, and the BBB (blood-brain barrier) in the presence of brain tumours.",P15692,XA,"['vascular endothelial growth factor A', 'Vascular endothelial growth factor A', 'VEGF-A', 'VEGF']",['XA'],[],[],"['vascular endothelial growth factor A', 'Vascular endothelial growth factor A', 'VEGF-A', 'VEGF']",['XA']
PMC3767384,Novel atypical PKC inhibitors prevent vascular endothelial growth factor-induced blood-retinal barrier dysfunction.,"Pro-inflammatory cytokines and growth factors such as VEGF (vascular endothelial growth factor) contribute to the loss of the BRB (blood-retinal barrier) and subsequent macular oedema in various retinal pathologies. VEGF signalling requires PKCβ [conventional PKC (protein kinase C)] activity; however, PKCβ inhibition only partially prevents VEGF-induced endothelial permeability and does not affect pro-inflammatory cytokine-induced permeability, suggesting the involvement of alternative signalling pathways. In the present study, we provide evidence for the involvement of aPKC (atypical PKC) signalling in VEGF-induced endothelial permeability and identify a novel class of inhibitors of aPKC that prevent BRB breakdown in vivo. Genetic and pharmacological manipulations of aPKC isoforms were used to assess their contribution to endothelial permeability in culture. A chemical library was screened using an in vitro kinase assay to identify novel small-molecule inhibitors, and further medicinal chemistry was performed to delineate a novel pharmacophore. We demonstrate that aPKC isoforms are both sufficient and required for VEGF-induced endothelial permeability. Furthermore, these specific, potent, non-competitive, small-molecule inhibitors prevented VEGF-induced tight junction internalization and retinal endothelial permeability in response to VEGF in both primary culture and in rodent retina. The results of the present study suggest that aPKC inhibition with 2-amino-4-phenyl-thiophene derivatives may be developed to preserve the BRB in retinal diseases such as diabetic retinopathy or uveitis, and the BBB (blood-brain barrier) in the presence of brain tumours.",P15692,XA,"['vascular endothelial growth factor A', 'Vascular endothelial growth factor A', 'VEGF-A', 'VEGF']",['XA'],[],[],"['vascular endothelial growth factor A', 'Vascular endothelial growth factor A', 'VEGF-A', 'VEGF']",['XA']
PMC10638910,,Combination of,P15692,XA,"['VEGF', 'VPF', 'VEGF']",['XA'],['VEGF'],[],"['VPF', 'VEGF']",['XA']
PMC6827910,Hypoxia inhibits TNF-α-induced TSLP expression in keratinocytes.,"The expression of thymic stromal lymphopoietin (TSLP), a cytokine which greatly contributes to the induction of type I allergy, is upregulated in chronic inflammation such as atopic dermatitis and psoriasis. As hypoxia in the epidermis is important for maintaining skin homeostasis, we examined the regulation of TSLP expression by hypoxic conditions in normal skin epithelial tissues. TNF-α-induced expression of TSLP in human keratinocyte HaCaT and in mouse keratinocyte PAM212 cell lines were inhibited under hypoxic condition (1% O2), although the mRNA expressions of TNF-α, IL-6, IL-8, MCP-1, and VEGF-A were not inhibited. Hypoxia-mimicking conditions, which include NiCl2, CoCl2, and DMOG, an inhibitor of 2-oxoglutarate-dependent enzymes, also selectively inhibited TNF-α-induced TSLP expression. These results suggested that inactivation of prolyl hydroxylase by hypoxia and hypoxia-mimicking conditions is involved in the repression of TNF-α-induced TSLP expression. Interestingly, the inhibition of TSLP production by hypoxic treatment was significantly reversed by treatment with the HIF-2α antagonist but not with the HIF-1α inhibitor. DMOG-induced inhibition of TSLP promoter activity was dependent on the -71 to +185 bp promoter region, suggesting that the binding of HIF-2 to hypoxia response element (HRE) in this region repressed the TSLP expression. These results indicated that hypoxia and hypoxia-mimicking conditions inhibited TSLP expression via HIF-2 and HRE-dependent mechanisms. Therefore, PHD and HIF-2α could be a new strategy for treatment of atopic dermatitis and psoriasis.",P15692,XA,"['VEGF-A', 'vascular endothelial growth factor A', 'Vascular endothelial growth factor A', 'VEGF-A', 'VEGF']",['XA'],['VEGF-A'],[],"['vascular endothelial growth factor A', 'Vascular endothelial growth factor A', 'VEGF-A', 'VEGF']",['XA']
PMC8725916,Concanavalin A promotes angiogenesis and proliferation in endothelial cells through the Akt/ERK/Cyclin D1 axis.,"Concanavalin A (Con A) exhibited multiple roles in cancer cells. However, the role of Con A in endothelial cells was not reported.",P15692,XA,"['VEGF', 'VEGFA', 'VEGF']",['XA'],['VEGF'],[],"['VEGFA', 'VEGF']",['XA']
PMC10456557,Effects of Pera Orange Juice and Moro Orange Juice in Healthy Rats: A Metabolomic Approach.,"Cardiovascular disease is a leading cause of death worldwide. Heart failure is a cardiovascular disease with high prevalence, morbidity, and mortality. Several natural compounds have been studied for attenuating pathological cardiac remodeling. Orange juice has been associated with cardiovascular disease prevention by attenuating oxidative stress. However, most studies have evaluated isolated phytochemicals rather than whole orange juice and usually under pathological conditions. In this study, we evaluated plasma metabolomics in healthy rats receiving Pera or Moro orange juice to identify possible metabolic pathways and their effects on the heart.",P16035,PCA,['TIMP-2'],['PCA'],[],[],['TIMP-2'],['PCA']
PMC5795962,Praeruptorin A Inhibits Human Cervical Cancer Cell Growth and Invasion by Suppressing MMP-2 Expression and ERK1/2 Signaling.,"Praeruptorin A (PA) is a pyranocumarin present in the dried root of Peucedanumpraeruptorum Dunn that has anticancer effects against several types of cells. However, the effect of PA on human cervical cancer cells is unknown. Our results indicate that PA significantly inhibited cell proliferation, colony formation, migration, invasion, and wound closure of HeLa and SiHa cells, induced cell cycle arrest at G0/G1 phase, upregulated Rb, p16, p21 and p27 proteins and downregulated cyclin D1 and S-phase kinase-associated protein 2 (Skp2) proteins. PA also significantly reduced expression of matrix metalloproteinase-2 (MMP-2) and increased expression of tissue inhibitor of metalloproteinase-2 (TIMP-2). In addition, PA suppressed ERK1/2 activation and increased the effect of PD98059 (a specific MEK1/2 inhibitor) in downregulation of MMP-2 and upregulation of TIMP-2. PA treatment inhibited the effect of 12-",P16035,XA,['TIMP-2'],['XA'],[],[],['TIMP-2'],['XA']
PMC6279493,Dual Targeting of Aurora Kinases with AMG 900 Exhibits Potent Preclinical Activity Against Acute Myeloid Leukemia with Distinct Post-Mitotic Outcomes.,"Aurora kinase A and B have essential and non-overlapping roles in mitosis, with elevated expression in a subset of human cancers, including acute myeloid leukemia (AML). In this study, pan-aurora kinase inhibitor (AKI) AMG 900 distinguishes itself as an anti-leukemic agent that is more uniformly potent against a panel of AML cell lines than are isoform-selective AKIs and classic AML drugs. AMG 900 inhibited AML cell growth by inducing polyploidization and/or apoptosis. AMG 900 and aurora-B-selective inhibitor AZD1152-hQPA showed comparable cellular effects on AML lines that do not harbor a",P17948,XA,['FLT'],['XA'],[],[],['FLT'],['XA']
PMC10900626,Dynamic changes of rumen microbiota and serum metabolome revealed increases in meat quality and growth performances of sheep fed bio-fermented rice straw.,"Providing high-quality roughage is crucial for improvement of ruminant production because it is an essential component of their feed. Our previous study showed that feeding bio-fermented rice straw (BF) improved the feed intake and weight gain of sheep. However, it remains unclear why feeding BF to sheep increased their feed intake and weight gain. Therefore, the purposes of this research were to investigate how the rumen microbiota and serum metabolome are dynamically changing after feeding BF, as well as how their changes influence the feed intake, digestibility, nutrient transport, meat quality and growth performances of sheep. Twelve growing Hu sheep were allocated into 3 groups: alfalfa hay fed group (AH: positive control), rice straw fed group (RS: negative control) and BF fed group (BF: treatment). Samples of rumen content, blood, rumen epithelium, muscle, feed offered and refusals were collected for the subsequent analysis.",P20248,PCA,['Cyclin A'],['PCA'],[],[],['Cyclin A'],['PCA']
PMC6367584,RRM2 is a potential prognostic biomarker with functional significance in glioma.,"Glioma is one of the most common brain tumors, suggesting the importance of investigating the molecular mechanism of gliomas. We studied the roles of Ribonucleotide Reductase Regulatory Subunit M2 (RRM2) in glioma. Expressions of RRM2 are higher in glioma tissues evidenced by TCGA data, western blot and immunohistochemistry. RRM2 is negatively correlated with glioma patient's survival. RNA-seq showed that genes involved in apoptosis, proliferation, cell adhesion and negative regulation of signaling were up-regulated upon RNAi-mediated knock-down of RRM2. Cell phenotypes specific for stably knocking down RRM2 were determined using stable transfection",P20248,XA,['Cyclin A'],['XA'],[],[],['Cyclin A'],['XA']
PMC2897932,"Activation of GPR30 inhibits the growth of prostate cancer cells through sustained activation of Erk1/2, c-jun/c-fos-dependent upregulation of p21, and induction of G(2) cell-cycle arrest.","G-protein-coupled receptor-30 (GPR30) shows estrogen-binding affinity and mediates non-genomic signaling of estrogen to regulate cell growth. We here showed for the first time, in contrast to the reported promoting action of GPR30 on the growth of breast and ovarian cancer cells, that activation of GPR30 by the receptor-specific, non-estrogenic ligand G-1 inhibited the growth of androgen-dependent and androgen-independent prostate cancer (PCa) cells in vitro and PC-3 xenografts in vivo. However, G-1 elicited no growth or histological changes in the prostates of intact mice and did not inhibit growth in quiescent BPH-1, an immortalized benign prostatic epithelial cell line. Treatment of PC-3 cells with G-1 induced cell-cycle arrest at the G(2) phase and reduced the expression of G(2)-checkpoint regulators (cyclin-A2, cyclin-B1, cdc25c, and cdc2) and phosphorylation of their common transcriptional regulator NF-YA in PC-3 cells. With extensive use of siRNA-knockdown experiments and the MEK inhibitor PD98059 in this study, we dissected the mechanism underlying G-1-induced inhibition of PC-3 cell growth, which was mediated through GPR30, followed by sustained activation of Erk1/2 and a c-jun/c-fos-dependent upregulation of p21, resulting in the arrest of PC-3 growth at the G(2) phase. The discovery of this signaling pathway lays the foundation for future development of GPR30-based therapies for PCa.",P20248,XA,['Cyclin A'],['XA'],[],[],['Cyclin A'],['XA']
PMC6367584,RRM2 is a potential prognostic biomarker with functional significance in glioma.,"Glioma is one of the most common brain tumors, suggesting the importance of investigating the molecular mechanism of gliomas. We studied the roles of Ribonucleotide Reductase Regulatory Subunit M2 (RRM2) in glioma. Expressions of RRM2 are higher in glioma tissues evidenced by TCGA data, western blot and immunohistochemistry. RRM2 is negatively correlated with glioma patient's survival. RNA-seq showed that genes involved in apoptosis, proliferation, cell adhesion and negative regulation of signaling were up-regulated upon RNAi-mediated knock-down of RRM2. Cell phenotypes specific for stably knocking down RRM2 were determined using stable transfection",P20248,XA,['Cyclin A'],['XA'],[],[],['Cyclin A'],['XA']
PMC4431406,Protein tyrosine phosphatase 1B regulates the activity of retinal pigment epithelial cells.,"To determine whether protein tyrosine phosphatase 1B (PTP1B) is expressed in rat retinal pigment epithelium (RPE) cells, to evaluate whether inhibition of PTP1B contributes to initiation of RPE cells into an active state, and to investigate the signaling pathways involved in this process.",P20248,XA,['Cyclin A'],['XA'],[],[],['Cyclin A'],['XA']
PMC11117905,Effects of Dietary,,P22301,PCA,"['IL-10', 'interleukin 10', 'Interleukin-10']",['PCA'],[],[],"['IL-10', 'interleukin 10', 'Interleukin-10']",['PCA']
PMC11117905,Effects of Dietary,,P22301,PCA,"['IL-10', 'interleukin 10', 'Interleukin-10']",['PCA'],[],[],"['IL-10', 'interleukin 10', 'Interleukin-10']",['PCA']
PMC7581551,Sulfamethoxazole drug stress upregulates antioxidant immunomodulatory metabolites in Escherichia coli.,Escherichia coli is an important model organism in microbiology and a prominent member of the human microbiota,P22301,Pterin,"['IL-10', 'IL10', 'Interleukin-10']","['Pterin', 'Pterin', 'Pterin']",[],[],"['IL-10', 'IL10', 'Interleukin-10']","['Pterin', 'Pterin', 'Pterin']"
PMC9549756,Acid external and internal environment exchange the,"The water environment plays an important role in animal physiology. In this study, we sought to evaluate the effect of the acid environment on the",P22301,XA,['IL-10'],['XA'],[],[],['IL-10'],['XA']
PMC9549756,Acid external and internal environment exchange the,"The water environment plays an important role in animal physiology. In this study, we sought to evaluate the effect of the acid environment on the",P22301,XA,['IL-10'],['XA'],[],[],['IL-10'],['XA']
PMC9549756,Acid external and internal environment exchange the,"The water environment plays an important role in animal physiology. In this study, we sought to evaluate the effect of the acid environment on the",P22301,XA,['IL-10'],['XA'],[],[],['IL-10'],['XA']
PMC8849140,4R-cembranoid protects neuronal cells from oxygen-glucose deprivation by modulating microglial cell activation.,"As major immune responsive cells in the central nervous system (CNS), activated microglia can present pro-inflammatory M1 phenotype aggravating the neuronal injury or anti-inflammatory M2 phenotype providing neuroprotection and promoting neuronal survival in neurodegenerative diseases. In this study, we demonstrated that a compound, 4R-cembranoid (4R, 1S, 2E, 4R, 6R,-7E, 11E-2, 7, 11-cembratriene-4, 6-diol cembranoids) promoted M2 phenotype while attenuated M1 phenotype in N9 cells, a microglial cell line. Following Lipopolysaccharides (LPS) or Oxygen-glucose deprivation (OGD) treatment, the N9 cells treated by 1 µM 4R showed an increased Arginase-1 (Arg1, a M2 marker) expression and a reduced inducible nitric oxide synthase (iNOS, M1 marker) expression. In addition, the conditioned medium of 4R-treated post-OGD N9 cells protected neuro2a cells, a neuronal cell line, from OGD-induced injury. The viability of neuro2a cells in OGD condition was increased by 54.5% after treated with the conditioned medium of 4R-treated post-OGD N9 cells. Furthermore, we demonstrated the protective mechanism of 4R was associated with a decreased TNF-α release and an increased IL-10 release from N9 cells. In conclusion, our study demonstrated that the neuroprotective effects of 4R were through the regulation of microglial activation by promoting the protective M2 activation and inhibiting the damaging M1 activation. Therefore, the findings of this study suggest that 4R could be a promising lead structure for the development of drugs for the treatment of ischemic stroke and other neurodegenerative diseases with an inflammatory component involved.",P22301,XA,['IL-10'],['XA'],[],[],['IL-10'],['XA']
PMC9549756,Acid external and internal environment exchange the,"The water environment plays an important role in animal physiology. In this study, we sought to evaluate the effect of the acid environment on the",P22301,XA,['IL-10'],['XA'],[],[],['IL-10'],['XA']
PMC11106961,Metabolic self-feeding in HBV-associated hepatocarcinoma centered on feedback between circulation lipids and the cellular MAPK/mTOR axis.,"Hepatitis B Virus (HBV) is widely recognized as a ""metabolic virus"" that disrupts hepatic metabolic homeostasis, rendering it one of the foremost risk factors for hepatocellular carcinoma (HCC). Except for antiviral therapy, the fundamental principles underlying HBV",P28482,PCA,"['ERK', 'MAPK1', 'p38']",['PCA'],[],[],"['ERK', 'MAPK1', 'p38']",['PCA']
PMC11106961,Metabolic self-feeding in HBV-associated hepatocarcinoma centered on feedback between circulation lipids and the cellular MAPK/mTOR axis.,"Hepatitis B Virus (HBV) is widely recognized as a ""metabolic virus"" that disrupts hepatic metabolic homeostasis, rendering it one of the foremost risk factors for hepatocellular carcinoma (HCC). Except for antiviral therapy, the fundamental principles underlying HBV",P28482,PCA,"['ERK', 'MAPK1', 'p38']",['PCA'],[],[],"['ERK', 'MAPK1', 'p38']",['PCA']
PMC5301278,7-Carboxy-7-deazaguanine Synthase: A Radical S-Adenosyl-l-methionine Enzyme with Polar Tendencies.,"Radical S-adenosyl-l-methionine (SAM) enzymes are widely distributed and catalyze diverse reactions. SAM binds to the unique iron atom of a site-differentiated [4Fe-4S] cluster and is reductively cleaved to generate a 5'-deoxyadenosyl radical, which initiates turnover. 7-Carboxy-7-deazaguanine (CDG) synthase (QueE) catalyzes a key step in the biosynthesis of 7-deazapurine containing natural products. 6-Carboxypterin (6-CP), an oxidized analogue of the natural substrate 6-carboxy-5,6,7,8-tetrahydropterin (CPH",P28482,PCA,['p41'],"['6-Carboxypterin', '6-Carboxypterin']",[],[],['p41'],"['6-Carboxypterin', '6-Carboxypterin']"
PMC5432002,The active site structure and catalytic mechanism of arsenite oxidase.,"Arsenite oxidase is thought to be an ancient enzyme, originating before the divergence of the Archaea and the Bacteria. We have investigated the nature of the molybdenum active site of the arsenite oxidase from the Alphaproteobacterium Rhizobium sp. str. NT-26 using a combination of X-ray absorption spectroscopy and computational chemistry. Our analysis indicates an oxidized Mo(VI) active site with a structure that is far from equilibrium. We propose that this is an entatic state imposed by the protein on the active site through relative orientation of the two molybdopterin cofactors, in a variant of the Rây-Dutt twist of classical coordination chemistry, which we call the pterin twist hypothesis. We discuss the implications of this hypothesis for other putatively ancient molybdopterin-based enzymes.",P28482,Pterin,"['ERK', 'p41']","['Pterin', 'Pterin', 'Pterin']",[],[],"['ERK', 'p41']","['Pterin', 'Pterin', 'Pterin']"
PMC8623081,Identification of Renoprotective Phytosterols from Mulberry (,The aim of this study was to explore the protective effects of bioactive compounds from the fruit of the mulberry tree (,P28482,XA,"['ERK', 'p38']",['XA'],[],[],"['ERK', 'p38']",['XA']
PMC10210024,"Synthesis, In Silico Studies, and In Vitro Anti-Inflammatory Activity of Novel Imidazole Derivatives Targeting p38 MAP Kinase.",A series of eight novel,P28482,XA,"['p38', 'ERK', 'p38']",['XA'],['p38'],[],"['ERK', 'p38']",['XA']
PMC7762527,Brain-Derived Neurotrophic Factor Regulates Ishikawa Cell Proliferation through the TrkB-ERK1/2 Signaling Pathway.,"(1) Background: Endometrial regulation is a necessary condition for maintaining normal uterine physiology, which is driven by many growth factors. Growth factors produced in the endometrium are thought to be related to the proliferation of endometrial cells induced by estradiol-17β (E",P28482,XA,"['ERK', 'ERK']",['XA'],['ERK'],[],['ERK'],['XA']
PMC6757920,Activation of presynaptic P2X7-like receptors depresses mossy fiber-CA3 synaptic transmission through p38 mitogen-activated protein kinase.,"P2X(7) receptor subunits form homomeric ATP-gated, calcium-permeable cation channels. In this study, we used Western blots and immunocytochemistry to demonstrate that P2X(7) receptors are abundant on presynaptic terminals of mossy fiber synapses in the rat hippocampus. P2X(7)-immunoreactive protein was detected using a specific P2X(7) antibody in Western blots of protein isolated from whole hippocampus and from a subcellular fraction containing mossy fiber synaptosomes. P2X(7) immunoreactivity was colocalized with syntaxin 1A/B-immunoreactivity in mossy fiber terminals in the dentate hilus and stratum lucidum of CA3. Extracellular and whole-cell voltage-clamp recordings in CA3 revealed that bath application of the potent P2X(7) agonist 2',3'-O-(4-benzoylbenzoyl)-ATP (Bz-ATP) caused a long-lasting inhibition of neurotransmission at mossy fiber-CA3 synapses. Consistent with a presynaptic action at mossy fiber synapses, Bz-ATP had no significant effect on neurotransmission at associational-commissural synapses in CA3 but increased paired-pulse facilitation during depression of mossy fiber evoked currents. In addition, Bz-ATP had no postsynaptic effect on holding current or conductance of CA3 neurons. Bz-ATP-induced mossy fiber synaptic depression was blocked by the P2X(7) antagonist oxidized ATP but not by the P2X(1-3,5,6) antagonist pyridoxalphosphate-6-azophenyl-2',4'-disulfonic acid or the P2Y antagonist reactive blue 2. Finally, an antagonist of p38 MAP kinase activation [4-(4-fluorophenyl)2-(4-methylsulfinylphenyl)5-(4-pyridyl)imidazole] but not extracellular signal-regulated kinase 1/2 MAP kinase (2'-amino-3'-methoxyflavone) blocked the synaptic depression mediated by Bz-ATP, suggesting that this presynaptic inhibition was mediated by activation of p38 MAP kinase. The results of the present study demonstrate that activation of presynaptic P2X(7) receptors depresses mossy fiber-CA3 synaptic transmission through activation of p38 MAP kinase.",P28482,XA,"['p38', 'ERK', 'ERK2', 'p38']",['XA'],['p38'],[],"['ERK', 'ERK2', 'p38']",['XA']
PMC3943818,Angiotensin II induces Fat1 expression/activation and vascular smooth muscle cell migration via Nox1-dependent reactive oxygen species generation.,"Fat1 is an atypical cadherin that controls vascular smooth muscle cell (VSMC) proliferation and migration. Nicotinamide adenine dinucleotide phosphate (NADPH) oxidase 1 (Nox1) is an important source of reactive oxygen species (ROS) in VSMCs. Angiotensin II (Ang II) induces the expression and/or activation of both Fat1 and Nox1 proteins. This study tested the hypothesis that Ang II-induced Fat1 activation and VSMC migration are mediated by Nox1-dependent ROS generation and redox signaling. Studies were performed in cultured VSMCs from Sprague–Dawley rats. Cells were treated with Ang II (1 μmol/L) for short (5 to 30 min) or long term stimulations (3 to 12 h) in the absence or presence of the antioxidant apocynin (10 μmol/L), extracellular-signal-regulated kinases 1/2 (Erk1/2) inhibitor PD98059 (1 μmol/L), or Ang II type 1 receptor (AT1R) valsartan (1 μmol/L). siRNA was used to knockdown Nox1 or Fat1. Cell migration was determined by Boyden chamber assay. Ang II increased Fat1 mRNA and protein levels and promoted Fat1 translocation to the cell membrane, responses that were inhibited by AT1R antagonist and antioxidant treatment. Downregulation of Nox1 inhibited the effects of Ang II on Fat1 protein expression. Nox1 protein induction, ROS generation, and p44/p42 MAPK phosphorylation in response to Ang II were prevented by valsartan and apocynin, and Nox1 siRNA inhibited Ang II-induced ROS generation. Knockdown of Fat1 did not affect Ang II-mediated increases in Nox1 expression or ROS. Inhibition of p44/p42 MAPK phosphorylation by PD98059 abrogated the Ang II-induced increase in Fat1 expression and membrane translocation. Knockdown of Fat1 inhibited Ang II-induced VSMC migration, which was also prevented by valsartan, apocynin, PD98059, and Nox1 siRNA. Our findings indicate that Ang II regulates Fat1 expression and activity and induces Fat1-dependent VSMC migration via activation of AT1R, ERK1/2, and Nox1-derived ROS, suggesting a role for Fat1 downstream of Ang II signaling that leads to vascular remodeling.",P28482,XA,"['ERK', 'p38']",['XA'],[],[],"['ERK', 'p38']",['XA']
PMC1218972,Bradykinin stimulates cAMP synthesis via mitogen-activated protein kinase-dependent regulation of cytosolic phospholipase A2 and prostaglandin E2 release in airway smooth muscle.,"Bradykinin stimulates cAMP synthesis in cultured airway smooth muscle (ASM) cells. This occurs via a pathway that involves: (1) the protein kinase C (PKC)-dependent activation of mitogen-activated protein kinase (MAPK); (2) the MAPK-dependent phosphorylation and activation of cytosolic phospholipase A2 (cPLA2) and (3) the utilization of cPLA2-derived arachidonate by the cyclo-oxygenase pathway to produce prostaglandin E2 (PGE2). PGE2 is released and binds to cell surface receptors to stimulate intracellular cAMP synthesis. The signalling pathway was confirmed by the use of PD098059 [the inhibitor of MAPK kinase-1 (MEK-1) activation], AACOCF3 (an inhibitor of cPLA2) and indomethacin (an inhibitor of cyclo-oxygenase), which all reduced bradykinin-stimulated cAMP synthesis. Bradykinin also elicits the inhibition of approx. 60% of the total cAMP phosphodiesterase activity in the cell [Stevens, Pyne, Grady and Pyne (1994) Biochem. J. 297, 233-239]. This is likely to decrease the rate of cAMP degradation markedly and therefore to potentiate PGE2-stimulated cAMP synthesis. Acute treatment of ASM cells with PMA (a direct activator of PKC) also stimulated the MAPK-dependent phosphorylation of cPLA2. However, in contrast with bradykinin, PMA did not stimulate arachidonate release, suggesting that additional signals (e.g. Ca2+ ions) are required for phosphorylation by MAPK to activate cPLA2. PMA was also without effect on PGE2 release and cAMP synthesis. Evidence that PKC can also directly regulate adenylate cyclase was obtained by using cells pretreated with cholera toxin. Under these conditions, PMA stimulated cAMP synthesis independently of arachidonate metabolites. Furthermore the combined treatment of cells with PMA (to activate PKC) and PGE2 (to activate Gs) stimulated synergistic cAMP synthesis. This might be due to the presence of the type 2 adenylate cyclase, which is synergistically activated by Gs and PKC.",P28482,XA,"['Mitogen-activated protein kinase 1', 'ERK', 'ERK-2']",['XA'],['Mitogen-activated protein kinase 1'],[],"['ERK', 'ERK-2']",['XA']
